"(Includes more countries than those listed below. As the application owner, you are responsible for complying with country-specific laws related to the distribution or sale of your application into that country, including your home country.)","(Enthält mehr Länder als unten aufgeführt. Als Inhaber der Applikation sind Sie verpflichtet, die Einhaltung der länderspezifischen Gesetze zu Verteilung und Verkauf deiner Anwendung in diesen Ländern sicherzustellen, inklusive deines Heimatlandes.)"
"Account confirmation is required. Please check your email for the confirmation link.","Eine Bestätigung des Accounts ist notwendig. Bitte überprüfe deinen Posteingang auf eine eMail mit dem Bestätigungslink."
"After submitting the App to Magento, please contact <a href=""mailto:%1$s"">%1$s</a> to receive the Application Key, Application Secret and Application Master Secret.","Nachdem die App an Magento übermittelt wurde, nimm bitte mit <a href=""mailto:%1$s"">%1$s</a> Kontakt auf, um den Anwendungsschlüssel und den Anwendungshauptkennwort zu erhalten."
"An error occurred while processing your order. Please contact us or try again later.","Beim Bearbeiten deiner Bestellung ist ein Fehler aufgetreten. Bitte nehmen Kontakt mit uns auf oder versuche es zu einem späteren Zeitpunkt noch einmal."
"An error occurred while processing your request.","Beim Bearbeiten deiner Anfrage ist ein Fehler aufgetreten."
"Appears in the info section of your app (example: Copyright 2010 – Your Company, Inc.)","Ist im Infobereich deiner App sichtbar (Beispiel: Copyright 2011 – Ihr Firmenname)"
"Are you sure you want to delete this theme? This change will affect all applications.","Bist du sicher, dass du diese Vorlage löschen möchtest? Dieser Vorgang betrifft alle Apps."
"Are you sure you want to do this?","Bist du sicher, dass du das tun möchtest?"
"Are you sure you whant to cancel a message?","Bist du sicher, dass Sie die Nachricht stornieren möchten?"
"Are you sure you whant to delete a message?","Bist du sicher, dass Sie die Nachricht löschen möchten?"
"Are you sure you what to cancel selected records?","Bist du sicher, dass Sie die gewählten Einträge stornieren möchten?"
"Are you sure you what to delete selected records?","Bist du sicher, dass Sie die gewählten Einträge löschen möchten?"
"Buy %1$s for %2$s","Kaufe %1$s zum Preis von %2$s"
"Buy %1$s for %2$s (%3$s incl. tax) each","Kaufe %1$s zum Preis von je %2$s (%3$s inkl. Steuern)"
"Buy %1$s for %2$s each","Kaufe %1$s zum Preis von je %2$s"
"Can\'t load selected theme. Please check your media folder permissions.","Ausgewählte Gestaltung konnte nicht geladen werden. Bitte prüfe die Dateirechte deines media-Ordners."
"Error while reading data from Payment Bridge. Please, try again.","Fehler beim Empfang der PaymentBridge Daten. Bitte versuche es noch einmal."
"Extend the life of your app with Urban Airship Push Notifications.","Verbessern Sie die Dauerhaftigkeit deiner App mit Urban Airship Pushnachrichten."
"How do you rate this product?","Wie bewertest du diesen Artikel?"
"How to incorporate Urban Airship within your application:","Wie kann deine App mit Urbain Airship zusammenarbeiten:"
"Icon that will appear on the user\'s device after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 72px x 72px.","Icon, das auf dem Mobiltelefon angezeigt wird, nachdem die App heruntergeladen wurde. Sie müssen keinen Verlauf oder runde Ecken hinzufügen, dies erledigt Apple automatisch. Empfohlene Größe: 72px x 72px."
"Icon that will appear on the user\'s phone after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 114px x 114px.","Icon, das auf dem Mobiltelefon angezeigt wird, nachdem die App heruntergeladen wurde. Sie müssen keinen Verlauf oder runde Ecken hinzufügen, dies erledigt Apple automatisch. Empfohlene Größe: 114px x 114px."
"Icon that will appear on the user’s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple).  Recommended size: 57px x 57px at 72 dpi.","Icon, das auf dem Mobiltelefon angezeigt wird, nachdem die App heruntergeladen wurde. Sie müssen keinen Verlauf oder runde Ecken hinzufügen, dies erledigt Apple automatisch. Empfohlene Größe: 57px x 57px bei 72 dpi."
"If leave this field empty, the message will be sent immediately","Wenn Sie dieses Feld leer lassen, wird die Nachricht sofort verschickt"
"If you want to disable the cache on the application side, leave the field empty. Warning! When disabling cache, the application will take time to load each page.","Wenn Sie den Cache auf Anwendungsebene ausschalten möchten, lasse dieses Feld bitte leer. Achtung! Wenn Sie den Cache abschalten, benötigt die Anwendung mehr Zeit, um die einzelnen Seiten zu laden."
"Image that appears on first screen while your app is loading. Required size: 1024px x 768px.","Dieses Bild wird beim Ladevorgang deiner App angezeigt. Benötigte Größe: 1024px x 768x."
"Image that appears on first screen while your app is loading. Required size: 320px x 455px.","Dieses Bild wird beim Ladevorgang deiner App angezeigt. Benötigte Größe: 320px x 455px."
"Image that appears on first screen while your app is loading. Required size: 320px x 460px.","Dieses Bild wird beim Ladevorgang deiner App angezeigt. Benötigte Größe: 320px x 460px."
"Image that appears on first screen while your app is loading. Required size: 640px x 920px.","Dieses Bild wird beim Ladevorgang deiner App angezeigt. Benötigte Größe: 640px x 920px."
"Image that appears on first screen while your app is loading. Required size: 768px x 1024px.","Dieses Bild wird beim Ladevorgang deiner App angezeigt. Benötigte Größe: 768px x 1024px."
"In addition, click here to review Urban Airship\'s Terms of Service: <a href=""%s"" target=""_blank"">click here</a>.","Bitte <a href=""%s"" target=""_blank"">klicke hier</a>, um die AGB von Urban Airship zu lesen."
"In order to resubmit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","Um deine App erneut übermitteln zu können, musst du zuerst einen <a href=""%s"" target=""_blank"">%s</a> bei MagentoCommerce kaufen."
